Customer_ID,Date,Age,Gender,Location,Device_Type,Traffic_Source,Campaign,Product_Category,Product_Name,Page_Viewed,Time_Spent_Min,Cart_Status,Purchase_Status,Quantity,Product_Price,Discount,Revenue,Ad_Spend,Payment_Method,Customer_Rating
CUST0147,13-04-2026,28,Female,Hyderabad,Mobile,Google,No Campaign,Beauty,Lipstick,Home Page,4.4,Not Added,Not Purchased,0,7999,0,0,105.07,Not Applicable,
CUST0148,25-04-2026,34,Female,Delhi,Mobile,Email,Summer Sale,Beauty,Face Wash,Product Page,7.1,Added,Not Purchased,0,7999,0,0,15.87,Not Applicable,
CUST0149,10-03-2026,32,Other,Mumbai,Mobile,WhatsApp,No Campaign,Fashion,Jacket,Category Page,12.3,Added,Not Purchased,0,1999,0,0,12.57,Not Applicable,
CUST0150,16-05-2026,39,Male,Delhi,Mobile,WhatsApp,No Campaign,Books,Novel,Product Page,17.2,Not Added,Not Purchased,0,4999,0,0,33.78,Not Applicable,
CUST0151,28-06-2026,32,Other,Chennai,Mobile,Facebook,Diwali Sale,Beauty,Shampoo,Product Page,9.3,Not Added,Not Purchased,0,1499,0,0,58.05,Not Applicable,
CUST0152,15-08-2026,52,Other,Delhi,Mobile,Direct,Summer Sale,Grocery,Organic Rice,Category Page,18.5,Added,Not Purchased,0,7999,0,0,1.27,Not Applicable,
CUST0153,06-08-2026,48,Female,Warangal,Desktop,Instagram,New Customer,Sports,Cricket Bat,Category Page,8.7,Added,Not Purchased,0,999,0,0,29.84,Not Applicable,
CUST0154,27-07-2026,35,Other,Vijayawada,Desktop,WhatsApp,Festive Sale,Sports,Yoga Mat,Product Page,1.3,Not Added,Not Purchased,0,1999,0,0,26.41,Not Applicable,
CUST0155,04-05-2026,26,Male,Warangal,Desktop,Direct,No Campaign,Electronics,Smart Watch,Cart Page,9.3,Not Added,Not Purchased,0,1999,0,0,1.31,Not Applicable,
CUST0156,21-02-2026,46,Other,Warangal,Desktop,Instagram,Diwali Sale,Home & Kitchen,Bedsheet,Checkout Page,4.4,Added,Not Purchased,0,7999,0,0,33.03,Not Applicable,
CUST0157,27-01-2026,41,Male,Hyderabad,Desktop,WhatsApp,Summer Sale,Electronics,Bluetooth Speaker,Checkout Page,17.1,Added,Purchased,3,999,200,2797,31.64,Wallet,4.5
CUST0158,08-08-2026,24,Other,Delhi,Tablet,Google,No Campaign,Beauty,Lipstick,Home Page,9.2,Not Added,Not Purchased,0,499,0,0,80.6,Not Applicable,
CUST0159,16-07-2026,36,Other,Bengaluru,Mobile,Google,Flash Sale,Fashion,Jacket,Cart Page,2,Added,Not Purchased,0,1499,0,0,26.03,Not Applicable,
CUST0160,15-07-2026,23,Male,Vijayawada,Tablet,WhatsApp,Flash Sale,Sports,Cricket Bat,Cart Page,18.6,Added,Not Purchased,0,2499,0,0,21.59,Not Applicable,
CUST0161,16-07-2026,47,Female,Chennai,Mobile,Google,Festive Sale,Fashion,T-Shirt,Product Page,12.3,Added,Purchased,1,499,500,0,96.33,Net Banking,5
CUST0162,14-02-2026,49,Female,Karimnagar,Mobile,Instagram,New Customer,Beauty,Moisturizer,Category Page,2.6,Not Added,Not Purchased,0,7999,0,0,21.33,Not Applicable,
CUST0163,07-02-2026,32,Other,Warangal,Desktop,Direct,Festive Sale,Home & Kitchen,Storage Box,Home Page,17,Added,Purchased,3,1999,100,5897,6.64,Credit Card,4.5
CUST0164,17-01-2026,37,Female,Visakhapatnam,Desktop,Direct,New Customer,Home & Kitchen,Cookware Set,Category Page,4.8,Added,Not Purchased,0,1499,0,0,5.83,Not Applicable,
CUST0165,23-03-2026,48,Male,Delhi,Desktop,Facebook,No Campaign,Sports,Skipping Rope,Category Page,16.9,Added,Purchased,2,299,0,598,102.57,Credit Card,5
CUST0166,31-03-2026,37,Female,Warangal,Mobile,Direct,No Campaign,Electronics,Smart Watch,Product Page,6.7,Added,Purchased,2,299,250,348,8.87,Net Banking,4
CUST0167,19-03-2026,41,Other,Delhi,Mobile,Facebook,Diwali Sale,Grocery,Snacks Pack,Cart Page,6.9,Not Added,Not Purchased,0,2499,0,0,52.26,Not Applicable,
CUST0168,26-07-2026,44,Male,Vijayawada,Tablet,Direct,No Campaign,Grocery,Snacks Pack,Cart Page,5.6,Added,Purchased,2,2999,500,5498,0.66,Wallet,3.5
CUST0169,25-04-2026,47,Male,Mumbai,Mobile,Facebook,Diwali Sale,Books,Data Science Book,Category Page,15.2,Not Added,Not Purchased,0,4999,0,0,22.75,Not Applicable,
CUST0170,20-01-2026,35,Female,Visakhapatnam,Desktop,WhatsApp,Diwali Sale,Fashion,Sneakers,Checkout Page,11.6,Added,Not Purchased,0,299,0,0,26.6,Not Applicable,
CUST0171,22-04-2026,24,Female,Mumbai,Mobile,Google,Summer Sale,Electronics,Smart Watch,Checkout Page,12.2,Added,Not Purchased,0,2999,0,0,90.41,Not Applicable,
CUST0172,05-08-2026,55,Male,Delhi,Desktop,Instagram,Festive Sale,Sports,Cricket Bat,Cart Page,6.7,Added,Purchased,3,7999,500,23497,41.97,Debit Card,4.5
CUST0173,18-03-2026,22,Female,Delhi,Mobile,YouTube,Diwali Sale,Beauty,Sunscreen,Category Page,1.2,Not Added,Not Purchased,0,999,0,0,72.45,Not Applicable,
CUST0174,01-05-2026,24,Other,Chennai,Mobile,Facebook,Summer Sale,Home & Kitchen,Storage Box,Product Page,4.1,Added,Not Purchased,0,7999,0,0,73.97,Not Applicable,
CUST0175,09-08-2026,46,Other,Delhi,Desktop,Direct,Summer Sale,Electronics,Smart Watch,Checkout Page,3,Added,Purchased,1,999,150,849,1.88,Cash on Delivery,3
CUST0176,11-07-2026,42,Female,Vijayawada,Desktop,Google,Festive Sale,Books,Novel,Cart Page,15.3,Added,Not Purchased,0,2999,0,0,91.25,Not Applicable,
CUST0177,21-04-2026,31,Male,Nizamabad,Mobile,Email,No Campaign,Electronics,Smart Watch,Product Page,14.9,Not Added,Not Purchased,0,1999,0,0,10.15,Not Applicable,
CUST0178,28-05-2026,43,Female,Chennai,Mobile,Google,Diwali Sale,Beauty,Face Wash,Cart Page,1.3,Added,Purchased,1,299,250,49,57.24,Debit Card,4.5
CUST0179,25-08-2026,32,Male,Nizamabad,Desktop,YouTube,Flash Sale,Books,Business Book,Checkout Page,8,Added,Not Purchased,0,4999,0,0,116.15,Not Applicable,
CUST0180,09-05-2026,26,Other,Warangal,Mobile,WhatsApp,New Customer,Fashion,Jacket,Home Page,3.2,Added,Purchased,2,699,200,1198,25.39,Debit Card,5
CUST0181,15-05-2026,35,Female,Delhi,Mobile,Direct,No Campaign,Electronics,Wireless Earbuds,Cart Page,1.6,Added,Not Purchased,0,299,0,0,3.49,Not Applicable,
CUST0182,26-06-2026,47,Other,Delhi,Mobile,Direct,Flash Sale,Sports,Football,Checkout Page,4.5,Added,Purchased,2,1999,100,3898,6.66,Cash on Delivery,3
CUST0183,15-03-2026,23,Male,Nizamabad,Mobile,Instagram,Weekend Offer,Sports,Yoga Mat,Home Page,7.6,Not Added,Not Purchased,0,999,0,0,53.37,Not Applicable,
CUST0184,08-04-2026,44,Other,Chennai,Mobile,YouTube,New Customer,Books,Exam Guide,Home Page,5.8,Not Added,Not Purchased,0,699,0,0,106.63,Not Applicable,
CUST0185,30-03-2026,26,Female,Nizamabad,Tablet,Facebook,Summer Sale,Home & Kitchen,Mixer Grinder,Product Page,19.7,Added,Not Purchased,0,499,0,0,49.49,Not Applicable,
CUST0186,30-01-2026,48,Male,Vijayawada,Desktop,Email,Festive Sale,Fashion,Jacket,Product Page,2.6,Added,Purchased,1,1499,0,1499,21.94,Debit Card,3.5
CUST0187,23-03-2026,19,Other,Karimnagar,Mobile,Email,Festive Sale,Home & Kitchen,Cookware Set,Product Page,17.7,Added,Not Purchased,0,299,0,0,15.17,Not Applicable,
CUST0188,06-05-2026,19,Other,Warangal,Mobile,Facebook,Diwali Sale,Sports,Gym Gloves,Category Page,16,Not Added,Not Purchased,0,2999,0,0,105.17,Not Applicable,
CUST0189,05-04-2026,40,Other,Karimnagar,Mobile,WhatsApp,Summer Sale,Home & Kitchen,Cookware Set,Cart Page,7.5,Added,Not Purchased,0,499,0,0,26.26,Not Applicable,
CUST0190,01-07-2026,24,Male,Warangal,Mobile,Google,Festive Sale,Grocery,Organic Rice,Checkout Page,17.2,Added,Not Purchased,0,4999,0,0,63.65,Not Applicable,
CUST0191,06-03-2026,24,Male,Chennai,Desktop,Facebook,Flash Sale,Sports,Skipping Rope,Checkout Page,1.2,Added,Purchased,1,999,0,999,30.03,Wallet,4
CUST0192,14-01-2026,34,Other,Delhi,Desktop,Instagram,Weekend Offer,Beauty,Face Wash,Product Page,16.8,Not Added,Not Purchased,0,1299,0,0,73.59,Not Applicable,
CUST0193,15-05-2026,28,Other,Hyderabad,Tablet,Direct,Summer Sale,Books,Exam Guide,Category Page,15.9,Added,Not Purchased,0,4999,0,0,5.43,Not Applicable,
CUST0194,04-02-2026,55,Female,Chennai,Desktop,Google,Summer Sale,Sports,Gym Gloves,Category Page,18.9,Added,Not Purchased,0,999,0,0,105.26,Not Applicable,
CUST0195,13-07-2026,33,Female,Mumbai,Desktop,Instagram,New Customer,Fashion,Kurti,Product Page,18.5,Added,Purchased,2,999,300,1698,32.42,Cash on Delivery,4.5
CUST0196,01-08-2026,39,Other,Bengaluru,Mobile,Email,New Customer,Sports,Yoga Mat,Cart Page,17.9,Not Added,Not Purchased,0,699,0,0,11.11,Not Applicable,
CUST0197,02-04-2026,35,Male,Karimnagar,Desktop,Email,No Campaign,Sports,Football,Cart Page,6.2,Not Added,Not Purchased,0,2999,0,0,30.62,Not Applicable,
CUST0198,26-02-2026,43,Male,Mumbai,Desktop,Direct,Weekend Offer,Grocery,Dry Fruits,Product Page,18.7,Added,Purchased,1,1999,200,1799,4.94,Credit Card,4.5
CUST0199,10-04-2026,49,Female,Nizamabad,Desktop,Email,Summer Sale,Sports,Cricket Bat,Cart Page,7.9,Not Added,Not Purchased,0,2499,0,0,6.83,Not Applicable,
CUST0200,23-03-2026,28,Other,Karimnagar,Desktop,YouTube,No Campaign,Sports,Football,Cart Page,3,Added,Not Purchased,0,7999,0,0,89.01,Not Applicable,
CUST0201,07-03-2026,32,Male,Visakhapatnam,Desktop,Direct,New Customer,Electronics,Power Bank,Product Page,18.7,Added,Purchased,2,2499,500,4498,1,Credit Card,4
CUST0202,08-06-2026,30,Male,Bengaluru,Mobile,Google,Weekend Offer,Fashion,T-Shirt,Product Page,11,Added,Not Purchased,0,699,0,0,41.86,Not Applicable,
CUST0203,27-04-2026,54,Other,Hyderabad,Mobile,YouTube,New Customer,Electronics,Smart Watch,Product Page,8.6,Added,Purchased,1,999,100,899,31.5,Cash on Delivery,3.5
CUST0204,26-06-2026,18,Other,Bengaluru,Desktop,Facebook,Festive Sale,Books,Business Book,Product Page,6.4,Added,Not Purchased,0,2999,0,0,49.18,Not Applicable,
CUST0205,06-05-2026,52,Other,Hyderabad,Mobile,Instagram,Diwali Sale,Beauty,Sunscreen,Product Page,13.4,Added,Not Purchased,0,1299,0,0,57.02,Not Applicable,
CUST0206,25-04-2026,40,Female,Visakhapatnam,Desktop,Instagram,Festive Sale,Sports,Cricket Bat,Home Page,19.6,Added,Purchased,2,1499,250,2748,43.19,Wallet,5
CUST0207,02-05-2026,41,Female,Vijayawada,Mobile,YouTube,Diwali Sale,Grocery,Dry Fruits,Cart Page,18.7,Added,Not Purchased,0,7999,0,0,146.7,Not Applicable,
CUST0208,13-03-2026,27,Other,Delhi,Desktop,Google,Diwali Sale,Beauty,Sunscreen,Product Page,7.5,Added,Purchased,1,2499,500,1999,125.87,Debit Card,5
CUST0209,02-03-2026,23,Male,Visakhapatnam,Mobile,Instagram,Summer Sale,Books,Python Book,Home Page,8.2,Not Added,Not Purchased,0,1999,0,0,23.25,Not Applicable,
CUST0210,04-02-2026,42,Male,Mumbai,Tablet,Email,Festive Sale,Beauty,Shampoo,Cart Page,15.4,Not Added,Not Purchased,0,999,0,0,27.33,Not Applicable,
CUST0211,20-04-2026,44,Male,Mumbai,Mobile,Direct,Summer Sale,Grocery,Snacks Pack,Product Page,18.6,Not Added,Not Purchased,0,1499,0,0,0.57,Not Applicable,
CUST0212,26-03-2026,29,Female,Karimnagar,Mobile,WhatsApp,New Customer,Beauty,Face Wash,Category Page,15.9,Not Added,Not Purchased,0,299,0,0,23.92,Not Applicable,
CUST0213,16-02-2026,34,Female,Delhi,Desktop,Google,Summer Sale,Home & Kitchen,Cookware Set,Product Page,8.2,Added,Not Purchased,0,7999,0,0,43.55,Not Applicable,
CUST0214,23-03-2026,23,Male,Hyderabad,Mobile,WhatsApp,Flash Sale,Grocery,Organic Rice,Category Page,14.8,Added,Not Purchased,0,499,0,0,17.94,Not Applicable,
CUST0215,18-01-2026,22,Other,Warangal,Tablet,Instagram,No Campaign,Beauty,Shampoo,Category Page,19.4,Added,Purchased,2,4999,100,9898,44.95,Cash on Delivery,5
CUST0216,07-05-2026,45,Female,Visakhapatnam,Desktop,Facebook,Flash Sale,Fashion,Jeans,Category Page,12.4,Added,Not Purchased,0,4999,0,0,94.84,Not Applicable,
CUST0217,25-01-2026,19,Male,Nizamabad,Mobile,Email,No Campaign,Beauty,Shampoo,Category Page,7.4,Added,Purchased,3,2499,300,7197,16.15,Debit Card,3
CUST0218,12-07-2026,19,Other,Vijayawada,Desktop,WhatsApp,Flash Sale,Grocery,Snacks Pack,Cart Page,12.6,Added,Purchased,1,999,100,899,17.21,UPI,3.5
CUST0219,12-01-2026,47,Male,Warangal,Mobile,WhatsApp,Diwali Sale,Electronics,Wireless Earbuds,Category Page,14.9,Added,Not Purchased,0,1499,0,0,34.21,Not Applicable,
CUST0220,31-03-2026,49,Other,Delhi,Desktop,Instagram,Festive Sale,Grocery,Dry Fruits,Home Page,19,Not Added,Not Purchased,0,699,0,0,92.39,Not Applicable,
CUST0221,16-07-2026,30,Other,Delhi,Mobile,Facebook,Festive Sale,Beauty,Face Wash,Product Page,14.8,Added,Purchased,3,499,100,1397,45.31,Wallet,4.5
CUST0222,23-01-2026,19,Female,Delhi,Mobile,Instagram,No Campaign,Books,Data Science Book,Category Page,6.4,Not Added,Not Purchased,0,999,0,0,76.36,Not Applicable,
CUST0223,11-07-2026,38,Male,Vijayawada,Mobile,Email,Weekend Offer,Beauty,Shampoo,Cart Page,9.5,Not Added,Not Purchased,0,4999,0,0,21.72,Not Applicable,
CUST0224,08-02-2026,47,Other,Nizamabad,Mobile,Instagram,Festive Sale,Grocery,Organic Rice,Home Page,3.5,Added,Not Purchased,0,2999,0,0,60.09,Not Applicable,
CUST0225,29-07-2026,33,Male,Bengaluru,Mobile,Email,Weekend Offer,Electronics,Power Bank,Product Page,2.6,Added,Not Purchased,0,299,0,0,28.36,Not Applicable,
CUST0226,01-02-2026,45,Other,Hyderabad,Mobile,Instagram,Summer Sale,Grocery,Green Tea,Checkout Page,7.2,Added,Not Purchased,0,299,0,0,56.51,Not Applicable,
CUST0227,02-08-2026,20,Other,Delhi,Mobile,Direct,New Customer,Sports,Yoga Mat,Category Page,2.6,Not Added,Not Purchased,0,1499,0,0,2.78,Not Applicable,
CUST0228,08-06-2026,21,Other,Mumbai,Mobile,YouTube,No Campaign,Fashion,Kurti,Cart Page,14.7,Added,Not Purchased,0,1299,0,0,133.6,Not Applicable,
CUST0229,15-03-2026,25,Male,Karimnagar,Mobile,Google,Weekend Offer,Grocery,Green Tea,Category Page,3,Added,Purchased,1,7999,300,7699,85.6,UPI,4
CUST0230,31-07-2026,19,Female,Mumbai,Mobile,Email,Weekend Offer,Electronics,Bluetooth Speaker,Product Page,18.6,Added,Not Purchased,0,7999,0,0,22.12,Not Applicable,
CUST0231,04-08-2026,43,Male,Warangal,Mobile,Facebook,No Campaign,Sports,Football,Checkout Page,11.5,Added,Not Purchased,0,999,0,0,31.53,Not Applicable,
CUST0232,13-03-2026,21,Male,Hyderabad,Mobile,Instagram,No Campaign,Sports,Football,Product Page,4.5,Added,Not Purchased,0,1299,0,0,39.84,Not Applicable,
CUST0233,12-04-2026,49,Male,Visakhapatnam,Mobile,YouTube,Diwali Sale,Fashion,Jeans,Cart Page,12.7,Not Added,Not Purchased,0,999,0,0,103.92,Not Applicable,
CUST0234,10-01-2026,28,Other,Visakhapatnam,Desktop,Direct,No Campaign,Books,Data Science Book,Product Page,3.3,Not Added,Not Purchased,0,1299,0,0,5.73,Not Applicable,
CUST0235,07-02-2026,54,Female,Nizamabad,Tablet,Facebook,Festive Sale,Grocery,Green Tea,Category Page,5.8,Added,Not Purchased,0,499,0,0,61.4,Not Applicable,
CUST0236,29-01-2026,38,Male,Chennai,Mobile,Facebook,Weekend Offer,Grocery,Snacks Pack,Cart Page,10.6,Not Added,Not Purchased,0,499,0,0,22.8,Not Applicable,
CUST0237,27-01-2026,20,Other,Delhi,Tablet,Email,Festive Sale,Sports,Skipping Rope,Product Page,8.5,Added,Not Purchased,0,999,0,0,18.02,Not Applicable,
CUST0238,18-04-2026,54,Other,Hyderabad,Desktop,WhatsApp,Diwali Sale,Grocery,Organic Rice,Category Page,13.3,Added,Not Purchased,0,7999,0,0,9.82,Not Applicable,
CUST0239,18-07-2026,23,Other,Mumbai,Mobile,Google,New Customer,Sports,Yoga Mat,Product Page,6.7,Added,Purchased,2,699,150,1248,75.02,Net Banking,4.5
CUST0240,15-06-2026,18,Female,Hyderabad,Desktop,Instagram,Weekend Offer,Fashion,Kurti,Cart Page,2.7,Not Added,Not Purchased,0,1499,0,0,55.86,Not Applicable,
CUST0241,30-01-2026,41,Female,Visakhapatnam,Mobile,Google,Flash Sale,Electronics,Power Bank,Category Page,2.3,Not Added,Not Purchased,0,7999,0,0,122.83,Not Applicable,
CUST0242,02-08-2026,54,Female,Delhi,Desktop,WhatsApp,Diwali Sale,Grocery,Snacks Pack,Checkout Page,12.2,Added,Purchased,3,1999,300,5697,10.65,Cash on Delivery,5
CUST0243,06-06-2026,31,Other,Warangal,Desktop,Facebook,New Customer,Sports,Cricket Bat,Category Page,9.7,Added,Purchased,2,2499,0,4998,28.02,Wallet,3.5
CUST0244,16-07-2026,46,Other,Bengaluru,Mobile,Direct,Summer Sale,Fashion,Jacket,Category Page,17.8,Not Added,Not Purchased,0,4999,0,0,9.9,Not Applicable,
CUST0245,15-02-2026,46,Female,Nizamabad,Desktop,Facebook,No Campaign,Sports,Yoga Mat,Home Page,1.1,Not Added,Not Purchased,0,1999,0,0,68.64,Not Applicable,
CUST0246,28-03-2026,19,Male,Karimnagar,Mobile,WhatsApp,Weekend Offer,Sports,Gym Gloves,Home Page,10.1,Added,Not Purchased,0,7999,0,0,28.02,Not Applicable,
CUST0247,29-06-2026,46,Other,Hyderabad,Mobile,YouTube,No Campaign,Grocery,Organic Rice,Checkout Page,7.6,Added,Not Purchased,0,999,0,0,54.92,Not Applicable,
CUST0248,08-06-2026,40,Other,Karimnagar,Mobile,Google,New Customer,Grocery,Dry Fruits,Product Page,7.9,Added,Purchased,3,699,250,1847,60.3,Wallet,3.5
CUST0249,13-02-2026,22,Female,Hyderabad,Mobile,Instagram,No Campaign,Home & Kitchen,Bedsheet,Category Page,17.9,Added,Not Purchased,0,499,0,0,77.65,Not Applicable,
CUST0250,20-03-2026,22,Male,Hyderabad,Mobile,Google,Weekend Offer,Electronics,Power Bank,Category Page,5.9,Added,Purchased,1,1299,100,1199,132.87,Net Banking,3
CUST0251,06-08-2026,36,Female,Delhi,Mobile,WhatsApp,Diwali Sale,Grocery,Organic Rice,Product Page,10.4,Added,Not Purchased,0,1999,0,0,7.83,Not Applicable,
CUST0252,02-07-2026,45,Other,Bengaluru,Mobile,WhatsApp,Summer Sale,Electronics,Bluetooth Speaker,Product Page,8.8,Not Added,Not Purchased,0,2499,0,0,7.43,Not Applicable,
CUST0253,30-07-2026,23,Other,Vijayawada,Mobile,WhatsApp,Festive Sale,Electronics,Wireless Earbuds,Cart Page,17,Not Added,Not Purchased,0,1999,0,0,31.26,Not Applicable,
CUST0254,21-02-2026,35,Other,Vijayawada,Desktop,Google,Diwali Sale,Sports,Football,Home Page,18.9,Not Added,Not Purchased,0,699,0,0,92.84,Not Applicable,
CUST0255,20-07-2026,28,Other,Chennai,Mobile,Instagram,No Campaign,Books,Novel,Product Page,16,Not Added,Not Purchased,0,999,0,0,37.75,Not Applicable,
CUST0256,23-01-2026,27,Male,Nizamabad,Desktop,WhatsApp,Diwali Sale,Books,Exam Guide,Home Page,11.7,Added,Not Purchased,0,4999,0,0,31.14,Not Applicable,
CUST0257,28-06-2026,30,Male,Nizamabad,Mobile,Facebook,New Customer,Books,Novel,Cart Page,8.7,Added,Not Purchased,0,2999,0,0,95.01,Not Applicable,
CUST0258,08-07-2026,28,Other,Karimnagar,Desktop,Facebook,Summer Sale,Beauty,Moisturizer,Cart Page,4.3,Not Added,Not Purchased,0,1299,0,0,70.64,Not Applicable,
CUST0259,04-03-2026,54,Other,Warangal,Desktop,Google,Diwali Sale,Grocery,Organic Rice,Cart Page,10.8,Added,Not Purchased,0,999,0,0,36.86,Not Applicable,
CUST0260,28-01-2026,49,Male,Warangal,Mobile,Facebook,Diwali Sale,Grocery,Green Tea,Product Page,3.6,Added,Not Purchased,0,2499,0,0,67.51,Not Applicable,
CUST0261,03-07-2026,32,Male,Visakhapatnam,Mobile,WhatsApp,Summer Sale,Books,Novel,Cart Page,5.8,Added,Not Purchased,0,499,0,0,7.1,Not Applicable,
CUST0262,01-03-2026,29,Other,Karimnagar,Tablet,Instagram,Summer Sale,Books,Exam Guide,Home Page,3.8,Not Added,Not Purchased,0,299,0,0,53.12,Not Applicable,
CUST0263,17-08-2026,33,Male,Karimnagar,Mobile,Instagram,Summer Sale,Home & Kitchen,Bedsheet,Product Page,16.6,Not Added,Not Purchased,0,699,0,0,68.81,Not Applicable,
CUST0264,05-07-2026,29,Female,Delhi,Mobile,Email,New Customer,Fashion,Kurti,Home Page,5.9,Not Added,Not Purchased,0,2999,0,0,15.22,Not Applicable,
CUST0265,16-06-2026,31,Male,Nizamabad,Mobile,Email,New Customer,Electronics,Laptop Bag,Product Page,10.4,Added,Purchased,1,4999,50,4949,39.47,Credit Card,4.5
CUST0266,08-03-2026,47,Female,Visakhapatnam,Desktop,Google,Diwali Sale,Beauty,Shampoo,Product Page,19.8,Not Added,Not Purchased,0,1299,0,0,111.14,Not Applicable,
CUST0267,16-06-2026,35,Other,Visakhapatnam,Desktop,YouTube,Weekend Offer,Sports,Football,Home Page,8,Not Added,Not Purchased,0,299,0,0,103.6,Not Applicable,
CUST0268,25-03-2026,25,Female,Bengaluru,Mobile,Instagram,New Customer,Books,Novel,Category Page,14.7,Not Added,Not Purchased,0,1299,0,0,23.07,Not Applicable,
CUST0269,20-07-2026,53,Other,Chennai,Mobile,Facebook,Weekend Offer,Grocery,Dry Fruits,Product Page,5.9,Added,Not Purchased,0,2499,0,0,60.38,Not Applicable,
CUST0270,07-08-2026,29,Other,Delhi,Tablet,YouTube,Flash Sale,Sports,Yoga Mat,Product Page,1.6,Added,Not Purchased,0,4999,0,0,145.58,Not Applicable,
CUST0271,20-01-2026,19,Male,Vijayawada,Tablet,Instagram,No Campaign,Grocery,Snacks Pack,Product Page,15,Added,Purchased,3,1299,100,3797,32.82,Debit Card,4
CUST0272,06-02-2026,53,Female,Karimnagar,Desktop,Direct,Summer Sale,Electronics,Power Bank,Cart Page,15.8,Added,Not Purchased,0,1299,0,0,6.65,Not Applicable,
CUST0273,17-04-2026,40,Male,Nizamabad,Mobile,Google,Diwali Sale,Beauty,Shampoo,Checkout Page,15.1,Added,Purchased,1,299,500,0,90.85,Debit Card,3.5
CUST0274,11-07-2026,46,Female,Mumbai,Mobile,Facebook,Summer Sale,Beauty,Shampoo,Category Page,5.3,Not Added,Not Purchased,0,1999,0,0,41.32,Not Applicable,
CUST0275,07-04-2026,53,Female,Chennai,Tablet,WhatsApp,Summer Sale,Beauty,Lipstick,Cart Page,16.8,Added,Not Purchased,0,1999,0,0,27.76,Not Applicable,
CUST0276,28-07-2026,49,Other,Visakhapatnam,Mobile,Direct,New Customer,Fashion,Sneakers,Product Page,12.9,Not Added,Not Purchased,0,7999,0,0,1.83,Not Applicable,
CUST0277,25-05-2026,36,Male,Nizamabad,Desktop,Email,Summer Sale,Electronics,Laptop Bag,Category Page,12.5,Not Added,Not Purchased,0,1299,0,0,13.8,Not Applicable,
CUST0278,22-02-2026,38,Male,Visakhapatnam,Desktop,Google,Diwali Sale,Fashion,Jacket,Product Page,10.6,Not Added,Not Purchased,0,2499,0,0,100.9,Not Applicable,
CUST0279,12-06-2026,55,Other,Nizamabad,Mobile,YouTube,Diwali Sale,Home & Kitchen,Storage Box,Cart Page,18.7,Added,Not Purchased,0,2499,0,0,79.26,Not Applicable,
CUST0280,17-07-2026,45,Other,Visakhapatnam,Desktop,Email,Flash Sale,Fashion,Jacket,Checkout Page,8.9,Added,Not Purchased,0,2499,0,0,38.43,Not Applicable,
CUST0281,20-03-2026,38,Other,Mumbai,Mobile,Direct,Flash Sale,Sports,Skipping Rope,Cart Page,2.2,Not Added,Not Purchased,0,1999,0,0,6.22,Not Applicable,
CUST0282,10-07-2026,53,Male,Delhi,Mobile,Google,Festive Sale,Beauty,Shampoo,Checkout Page,11.7,Added,Purchased,2,999,50,1948,32.96,Debit Card,4.5
CUST0283,09-04-2026,26,Male,Hyderabad,Mobile,Email,New Customer,Electronics,Smart Watch,Category Page,9.7,Not Added,Not Purchased,0,699,0,0,35.68,Not Applicable,
CUST0284,19-07-2026,18,Other,Delhi,Desktop,Direct,Weekend Offer,Sports,Gym Gloves,Product Page,13.7,Not Added,Not Purchased,0,1999,0,0,2.88,Not Applicable,
CUST0285,24-04-2026,29,Other,Karimnagar,Desktop,WhatsApp,Flash Sale,Sports,Gym Gloves,Category Page,13.1,Not Added,Not Purchased,0,499,0,0,19.86,Not Applicable,
CUST0286,21-07-2026,32,Male,Vijayawada,Tablet,YouTube,Weekend Offer,Books,Business Book,Cart Page,11.3,Added,Purchased,1,299,250,49,64.89,Debit Card,3.5
CUST0287,19-06-2026,31,Male,Warangal,Desktop,Google,Summer Sale,Electronics,Laptop Bag,Product Page,17.7,Not Added,Not Purchased,0,1999,0,0,132.28,Not Applicable,
CUST0288,28-07-2026,40,Other,Delhi,Mobile,Email,Weekend Offer,Books,Data Science Book,Product Page,10.4,Added,Purchased,2,499,200,798,27.28,Credit Card,5
CUST0289,19-06-2026,22,Other,Warangal,Mobile,Email,Flash Sale,Sports,Yoga Mat,Product Page,10.5,Not Added,Not Purchased,0,2999,0,0,17.56,Not Applicable,
CUST0290,18-06-2026,22,Male,Delhi,Mobile,Instagram,New Customer,Beauty,Lipstick,Checkout Page,6.7,Added,Purchased,3,699,150,1947,84.22,Debit Card,4
CUST0291,16-08-2026,38,Female,Hyderabad,Desktop,Direct,Weekend Offer,Home & Kitchen,Bedsheet,Product Page,12.1,Added,Not Purchased,0,699,0,0,6.3,Not Applicable,
CUST0292,10-06-2026,23,Female,Vijayawada,Mobile,Instagram,New Customer,Books,Data Science Book,Category Page,16.3,Added,Not Purchased,0,299,0,0,24.52,Not Applicable,
CUST0293,05-05-2026,18,Male,Hyderabad,Desktop,Instagram,Weekend Offer,Sports,Yoga Mat,Product Page,10.7,Added,Not Purchased,0,4999,0,0,69.58,Not Applicable,
CUST0294,23-02-2026,34,Female,Karimnagar,Mobile,Direct,No Campaign,Home & Kitchen,Storage Box,Product Page,18.6,Not Added,Not Purchased,0,299,0,0,7.44,Not Applicable,
CUST0295,22-07-2026,27,Male,Karimnagar,Tablet,Instagram,New Customer,Beauty,Face Wash,Product Page,10.3,Added,Not Purchased,0,1499,0,0,25.58,Not Applicable,
