Customer_ID,Date,Age,Gender,Location,Device_Type,Traffic_Source,Campaign,Product_Category,Time_Spent_Min,Added_To_Cart,Purchased,Quantity,Revenue,Ad_Spend,Payment_Method
CUST0099,04-04-2026,44,Other,Vijayawada,Desktop,Direct,Diwali Sale,Sports,7,1,0,0,0,0,Not Applicable
CUST0060,04-04-2026,46,Male,Mumbai,Desktop,Instagram,No Campaign,Books,16.1,1,0,0,0,99.07,Not Applicable
CUST0406,04-04-2026,43,Female,Hyderabad,Mobile,Instagram,Festive Sale,Sports,5.4,1,1,3,7247,33.02,Net Banking
CUST0475,04-04-2026,18,Female,Visakhapatnam,Mobile,Email,Weekend Offer,Sports,1.9,0,0,0,0,34.42,Not Applicable
CUST0379,05-04-2026,40,Female,Hyderabad,Mobile,Direct,Flash Sale,Fashion,19.5,1,0,0,0,0,Not Applicable
CUST0008,05-04-2026,26,Female,Warangal,Desktop,Google,Festive Sale,Books,19.5,1,0,0,0,42.81,Not Applicable
CUST0189,05-04-2026,40,Other,Karimnagar,Mobile,WhatsApp,Summer Sale,Home & Kitchen,7.5,1,0,0,0,26.26,Not Applicable
CUST0330,06-04-2026,39,Other,Chennai,Mobile,Email,Flash Sale,Sports,8.8,0,0,0,0,31.5,Not Applicable
CUST0275,07-04-2026,53,Female,Chennai,Tablet,WhatsApp,Summer Sale,Beauty,16.8,1,0,0,0,27.76,Not Applicable
CUST0356,08-04-2026,30,Male,Mumbai,Mobile,Google,Flash Sale,Grocery,19.5,1,1,2,948,101.19,Net Banking
CUST0184,08-04-2026,44,Other,Chennai,Mobile,YouTube,New Customer,Books,5.8,0,0,0,0,106.63,Not Applicable
CUST0133,08-04-2026,31,Male,Nizamabad,Mobile,Email,No Campaign,Electronics,19.9,1,0,0,0,37.7,Not Applicable
CUST0283,09-04-2026,26,Male,Hyderabad,Mobile,Email,New Customer,Electronics,9.7,0,0,0,0,35.68,Not Applicable
CUST0476,09-04-2026,18,Male,Warangal,Desktop,WhatsApp,Weekend Offer,Electronics,3.3,1,0,0,0,32.02,Not Applicable
CUST0199,10-04-2026,49,Female,Nizamabad,Desktop,Email,Summer Sale,Sports,7.9,0,0,0,0,6.83,Not Applicable
CUST0068,10-04-2026,44,Other,Visakhapatnam,Desktop,Email,Flash Sale,Books,6,0,0,0,0,7.05,Not Applicable
CUST0366,11-04-2026,25,Other,Karimnagar,Mobile,WhatsApp,New Customer,Books,12,1,1,3,14797,14.19,Cash on Delivery
CUST0407,11-04-2026,52,Male,Warangal,Desktop,Direct,Diwali Sale,Books,1.5,1,0,0,0,0,Not Applicable
CUST0130,12-04-2026,46,Male,Hyderabad,Desktop,Direct,Summer Sale,Grocery,3.5,1,0,0,0,0,Not Applicable
CUST0233,12-04-2026,49,Male,Visakhapatnam,Mobile,YouTube,Diwali Sale,Fashion,12.7,0,0,0,0,103.92,Not Applicable
CUST0147,13-04-2026,28,Female,Hyderabad,Mobile,Google,No Campaign,Beauty,4.4,0,0,0,0,105.07,Not Applicable
CUST0051,14-04-2026,36,Female,Bengaluru,Desktop,Facebook,No Campaign,Sports,6.8,0,0,0,0,62.45,Not Applicable
CUST0027,15-04-2026,52,Female,Chennai,Mobile,Direct,No Campaign,Books,10.8,1,1,2,1998,0,Net Banking
CUST0004,15-04-2026,42,Other,Chennai,Desktop,Direct,Diwali Sale,Home & Kitchen,1.4,0,0,0,0,0,Not Applicable
CUST0273,17-04-2026,40,Male,Nizamabad,Mobile,Google,Diwali Sale,Beauty,15.1,1,1,1,1099,90.85,Debit Card
CUST0314,18-04-2026,49,Other,Warangal,Tablet,YouTube,Flash Sale,Beauty,18.2,0,0,0,0,75.76,Not Applicable
CUST0018,18-04-2026,45,Female,Visakhapatnam,Mobile,Direct,Weekend Offer,Electronics,17.5,1,0,0,0,0,Not Applicable
CUST0360,18-04-2026,55,Male,Delhi,Mobile,Google,Flash Sale,Grocery,9.9,1,0,0,0,36.89,Not Applicable
CUST0485,18-04-2026,35,Female,Vijayawada,Desktop,WhatsApp,Diwali Sale,Home & Kitchen,2.3,1,0,0,0,25.05,Not Applicable
CUST0238,18-04-2026,54,Other,Hyderabad,Desktop,WhatsApp,Diwali Sale,Grocery,13.3,1,0,0,0,9.82,Not Applicable
CUST0001,19-04-2026,24,Other,Warangal,Mobile,YouTube,No Campaign,Home & Kitchen,11.9,0,0,0,0,66.71,Not Applicable
CUST0021,19-04-2026,21,Other,Visakhapatnam,Mobile,YouTube,No Campaign,Home & Kitchen,14.7,1,0,0,0,31.9,Not Applicable
CUST0211,20-04-2026,44,Male,Mumbai,Mobile,Direct,Summer Sale,Grocery,18.6,0,0,0,0,0,Not Applicable
CUST0327,20-04-2026,19,Male,Nizamabad,Mobile,Email,No Campaign,Sports,1.2,1,0,0,0,34.01,Not Applicable
CUST0177,21-04-2026,31,Male,Nizamabad,Mobile,Email,No Campaign,Electronics,14.9,0,0,0,0,10.15,Not Applicable
CUST0145,22-04-2026,18,Female,Hyderabad,Mobile,Facebook,Flash Sale,Fashion,14.2,0,0,0,0,80.37,Not Applicable
CUST0416,22-04-2026,42,Male,Warangal,Tablet,Google,Festive Sale,Fashion,16.7,0,0,0,0,119.46,Not Applicable
CUST0171,22-04-2026,24,Female,Mumbai,Mobile,Google,Summer Sale,Electronics,12.2,1,0,0,0,90.41,Not Applicable
CUST0046,24-04-2026,28,Female,Mumbai,Desktop,Google,New Customer,Grocery,17.7,1,0,0,0,90.45,Not Applicable
CUST0285,24-04-2026,29,Other,Karimnagar,Desktop,WhatsApp,Flash Sale,Sports,13.1,0,0,0,0,19.86,Not Applicable
CUST0148,25-04-2026,34,Female,Delhi,Mobile,Email,Summer Sale,Beauty,7.1,1,0,0,0,15.87,Not Applicable
CUST0206,25-04-2026,40,Female,Visakhapatnam,Desktop,Instagram,Festive Sale,Sports,19.6,1,1,2,2748,43.19,Wallet
CUST0169,25-04-2026,47,Male,Mumbai,Mobile,Facebook,Diwali Sale,Books,15.2,0,0,0,0,22.75,Not Applicable
CUST0031,26-04-2026,32,Male,Hyderabad,Desktop,Email,Weekend Offer,Home & Kitchen,3.1,0,0,0,0,34.32,Not Applicable
CUST0304,26-04-2026,29,Male,Hyderabad,Mobile,Google,Diwali Sale,Fashion,15.3,0,0,0,0,68.03,Not Applicable
CUST0302,26-04-2026,51,Female,Karimnagar,Mobile,YouTube,Summer Sale,Home & Kitchen,2.7,1,1,1,2699,51.78,Cash on Delivery
CUST0011,26-04-2026,41,Other,Hyderabad,Desktop,Google,Summer Sale,Beauty,6.7,1,0,0,0,52.18,Not Applicable
CUST0389,26-04-2026,50,Male,Delhi,Mobile,Instagram,No Campaign,Sports,5.1,0,0,0,0,33.21,Not Applicable
CUST0418,27-04-2026,32,Male,Delhi,Mobile,Facebook,Summer Sale,Sports,6,0,0,0,0,32.3,Not Applicable
CUST0203,27-04-2026,54,Other,Hyderabad,Mobile,YouTube,New Customer,Electronics,8.6,1,1,1,899,31.5,Cash on Delivery
CUST0338,30-04-2026,24,Male,Bengaluru,Desktop,Direct,New Customer,Home & Kitchen,14.2,0,0,0,0,0,Not Applicable
CUST0405,01-05-2026,47,Other,Warangal,Desktop,Facebook,Diwali Sale,Fashion,18.2,1,0,0,0,63.08,Not Applicable
CUST0138,01-05-2026,31,Male,Warangal,Mobile,WhatsApp,Festive Sale,Grocery,15.3,1,1,3,397,10.83,Wallet
CUST0397,01-05-2026,27,Male,Bengaluru,Mobile,Email,New Customer,Books,3.3,1,1,1,1299,6.15,Debit Card
CUST0174,01-05-2026,24,Other,Chennai,Mobile,Facebook,Summer Sale,Home & Kitchen,4.1,1,0,0,0,73.97,Not Applicable
CUST0207,02-05-2026,41,Female,Vijayawada,Mobile,YouTube,Diwali Sale,Grocery,18.7,1,0,0,0,146.7,Not Applicable
CUST0116,02-05-2026,44,Female,Chennai,Mobile,Facebook,Flash Sale,Books,15.2,0,0,0,0,59.51,Not Applicable
CUST0426,02-05-2026,45,Male,Nizamabad,Mobile,WhatsApp,Flash Sale,Beauty,14.5,1,1,2,1998,32.53,Cash on Delivery
CUST0438,03-05-2026,41,Female,Bengaluru,Desktop,WhatsApp,No Campaign,Electronics,5.1,1,0,0,0,30.03,Not Applicable
CUST0301,04-05-2026,26,Other,Chennai,Tablet,Google,No Campaign,Electronics,3.6,1,0,0,0,71.64,Not Applicable
CUST0155,04-05-2026,26,Male,Warangal,Desktop,Direct,No Campaign,Electronics,9.3,0,0,0,0,0,Not Applicable
CUST0411,04-05-2026,55,Male,Mumbai,Tablet,Email,No Campaign,Books,9.9,1,0,0,0,22.77,Not Applicable
CUST0467,04-05-2026,47,Male,Delhi,Desktop,Email,New Customer,Home & Kitchen,12,1,1,3,23947,8.37,Wallet
CUST0328,05-05-2026,52,Other,Delhi,Mobile,Email,Flash Sale,Sports,3.3,0,0,0,0,37.69,Not Applicable
CUST0479,05-05-2026,26,Male,Karimnagar,Desktop,Email,New Customer,Beauty,8.6,1,0,0,0,26.91,Not Applicable
CUST0293,05-05-2026,18,Male,Hyderabad,Desktop,Instagram,Weekend Offer,Sports,10.7,1,0,0,0,69.58,Not Applicable
CUST0062,06-05-2026,46,Female,Karimnagar,Mobile,Facebook,New Customer,Home & Kitchen,15.9,0,0,0,0,71.55,Not Applicable
CUST0205,06-05-2026,52,Other,Hyderabad,Mobile,Instagram,Diwali Sale,Beauty,13.4,1,0,0,0,57.02,Not Applicable
CUST0188,06-05-2026,19,Other,Warangal,Mobile,Facebook,Diwali Sale,Sports,16,0,0,0,0,105.17,Not Applicable
CUST0216,07-05-2026,45,Female,Visakhapatnam,Desktop,Facebook,Flash Sale,Fashion,12.4,1,0,0,0,94.84,Not Applicable
CUST0029,08-05-2026,23,Female,Nizamabad,Desktop,Direct,No Campaign,Fashion,16.9,1,1,3,997,0,Debit Card
CUST0142,08-05-2026,35,Female,Vijayawada,Tablet,WhatsApp,Weekend Offer,Electronics,16.1,1,1,3,647,13.64,Wallet
CUST0180,09-05-2026,26,Other,Warangal,Mobile,WhatsApp,New Customer,Fashion,3.2,1,1,2,1198,25.39,Debit Card
CUST0355,10-05-2026,31,Female,Delhi,Mobile,Facebook,New Customer,Home & Kitchen,12.1,1,0,0,0,109.27,Not Applicable
CUST0378,10-05-2026,26,Male,Vijayawada,Mobile,Google,Weekend Offer,Beauty,6.5,1,1,1,1849,27.15,Debit Card
CUST0321,10-05-2026,41,Male,Mumbai,Mobile,Google,New Customer,Fashion,15.2,1,0,0,0,92.38,Not Applicable
CUST0047,11-05-2026,49,Other,Bengaluru,Mobile,YouTube,Flash Sale,Grocery,7.1,0,0,0,0,48.19,Not Applicable
CUST0364,13-05-2026,33,Male,Karimnagar,Mobile,YouTube,Flash Sale,Beauty,14.2,1,0,0,0,68.04,Not Applicable
CUST0059,15-05-2026,53,Female,Delhi,Mobile,Direct,Diwali Sale,Electronics,6.7,0,0,0,0,0,Not Applicable
CUST0032,15-05-2026,50,Other,Bengaluru,Desktop,WhatsApp,Weekend Offer,Fashion,3.8,0,0,0,0,24.8,Not Applicable
CUST0401,15-05-2026,25,Male,Hyderabad,Desktop,Email,Flash Sale,Beauty,3.6,1,1,2,998,22.15,Wallet
CUST0193,15-05-2026,28,Other,Hyderabad,Tablet,Direct,Summer Sale,Books,15.9,1,0,0,0,0,Not Applicable
CUST0123,15-05-2026,34,Other,Nizamabad,Desktop,Google,Weekend Offer,Books,7.8,1,0,0,0,51.71,Not Applicable
CUST0181,15-05-2026,35,Female,Delhi,Mobile,Direct,No Campaign,Electronics,1.6,1,0,0,0,0,Not Applicable
CUST0150,16-05-2026,39,Male,Delhi,Mobile,WhatsApp,No Campaign,Books,17.2,0,0,0,0,33.78,Not Applicable
CUST0092,17-05-2026,21,Other,Warangal,Mobile,YouTube,Weekend Offer,Home & Kitchen,3.3,1,1,1,2349,144.94,Credit Card
CUST0081,17-05-2026,55,Female,Mumbai,Mobile,Instagram,New Customer,Grocery,2,1,0,0,0,41.1,Not Applicable
CUST0320,18-05-2026,52,Other,Vijayawada,Desktop,YouTube,Summer Sale,Grocery,3.5,1,0,0,0,60.36,Not Applicable
CUST0102,18-05-2026,22,Other,Karimnagar,Mobile,Direct,Festive Sale,Books,18.2,0,0,0,0,0,Not Applicable
CUST0369,19-05-2026,44,Female,Hyderabad,Tablet,Direct,Flash Sale,Grocery,4.3,0,0,0,0,0,Not Applicable
CUST0337,19-05-2026,53,Other,Karimnagar,Mobile,Google,New Customer,Home & Kitchen,3.4,1,0,0,0,41.1,Not Applicable
CUST0465,20-05-2026,52,Male,Vijayawada,Mobile,Instagram,Summer Sale,Beauty,16.3,1,1,2,1898,99.35,Wallet
CUST0466,22-05-2026,54,Male,Vijayawada,Desktop,Facebook,Diwali Sale,Grocery,9.2,1,1,1,1349,75.1,Cash on Delivery
CUST0083,24-05-2026,33,Male,Bengaluru,Desktop,Google,Festive Sale,Electronics,1.2,1,0,0,0,102.13,Not Applicable
CUST0013,24-05-2026,20,Male,Chennai,Tablet,Direct,No Campaign,Beauty,2.1,0,0,0,0,0,Not Applicable
CUST0440,25-05-2026,55,Male,Hyderabad,Mobile,WhatsApp,New Customer,Grocery,16.1,1,1,2,15798,21.87,Wallet
CUST0277,25-05-2026,36,Male,Nizamabad,Desktop,Email,Summer Sale,Electronics,12.5,0,0,0,0,13.8,Not Applicable
CUST0178,28-05-2026,43,Female,Chennai,Mobile,Google,Diwali Sale,Beauty,1.3,1,1,1,49,57.24,Debit Card
CUST0124,28-05-2026,50,Female,Nizamabad,Desktop,WhatsApp,New Customer,Books,9.9,1,0,0,0,12.2,Not Applicable
CUST0331,28-05-2026,49,Other,Delhi,Desktop,Email,Diwali Sale,Grocery,15.1,0,0,0,0,35.74,Not Applicable
CUST0458,29-05-2026,35,Male,Karimnagar,Mobile,Facebook,Festive Sale,Books,15.3,1,1,1,499,65.19,Cash on Delivery
CUST0349,29-05-2026,33,Male,Mumbai,Mobile,Direct,No Campaign,Electronics,15.2,1,1,3,847,0,Credit Card
CUST0134,30-05-2026,49,Male,Mumbai,Tablet,WhatsApp,Diwali Sale,Electronics,14.4,1,0,0,0,7.03,Not Applicable
CUST0425,31-05-2026,30,Female,Hyderabad,Mobile,Facebook,Flash Sale,Electronics,16.8,0,0,0,0,37.25,Not Applicable
CUST0007,01-06-2026,20,Male,Mumbai,Desktop,Email,Diwali Sale,Books,16.4,1,1,2,9948,30.95,Wallet
CUST0436,01-06-2026,31,Male,Nizamabad,Mobile,Google,No Campaign,Grocery,13.7,0,0,0,0,49.69,Not Applicable
CUST0402,02-06-2026,25,Male,Karimnagar,Mobile,Facebook,New Customer,Sports,7.3,0,0,0,0,48.92,Not Applicable
CUST0305,04-06-2026,30,Other,Warangal,Desktop,WhatsApp,New Customer,Sports,14.9,0,0,0,0,33.08,Not Applicable
CUST0332,04-06-2026,29,Female,Nizamabad,Mobile,WhatsApp,Diwali Sale,Fashion,5.4,1,0,0,0,13.3,Not Applicable
CUST0313,04-06-2026,48,Male,Visakhapatnam,Desktop,Google,No Campaign,Grocery,12.5,1,0,0,0,108.82,Not Applicable
CUST0039,05-06-2026,22,Other,Visakhapatnam,Mobile,Facebook,Flash Sale,Sports,17.9,0,0,0,0,38.92,Not Applicable
CUST0383,05-06-2026,39,Male,Delhi,Mobile,Google,Flash Sale,Books,1.4,0,0,0,0,100.33,Not Applicable
CUST0382,05-06-2026,29,Female,Warangal,Mobile,Google,Diwali Sale,Grocery,12.8,1,0,0,0,65.91,Not Applicable
CUST0410,05-06-2026,27,Male,Nizamabad,Mobile,Facebook,Summer Sale,Beauty,7.7,0,0,0,0,91.89,Not Applicable
CUST0431,06-06-2026,31,Female,Chennai,Mobile,Instagram,No Campaign,Electronics,18.3,0,0,0,0,28.2,Not Applicable
CUST0243,06-06-2026,31,Other,Warangal,Desktop,Facebook,New Customer,Sports,9.7,1,1,2,4998,28.02,Wallet
CUST0415,07-06-2026,19,Male,Karimnagar,Mobile,YouTube,No Campaign,Books,10,0,0,0,0,125.15,Not Applicable
CUST0015,07-06-2026,32,Female,Karimnagar,Tablet,Google,Flash Sale,Electronics,16,1,1,2,5948,108.74,Credit Card
CUST0132,07-06-2026,44,Other,Visakhapatnam,Mobile,Direct,No Campaign,Electronics,13.8,1,0,0,0,0,Not Applicable
CUST0228,08-06-2026,21,Other,Mumbai,Mobile,YouTube,No Campaign,Fashion,14.7,1,0,0,0,133.6,Not Applicable
CUST0056,08-06-2026,27,Other,Warangal,Mobile,YouTube,Festive Sale,Electronics,16.9,1,1,2,5948,72.59,Net Banking
CUST0248,08-06-2026,40,Other,Karimnagar,Mobile,Google,New Customer,Grocery,7.9,1,1,3,1847,60.3,Wallet
CUST0202,08-06-2026,30,Male,Bengaluru,Mobile,Google,Weekend Offer,Fashion,11,1,0,0,0,41.86,Not Applicable
CUST0450,09-06-2026,54,Female,Bengaluru,Desktop,Email,Summer Sale,Beauty,5.3,0,0,0,0,32.71,Not Applicable
CUST0292,10-06-2026,23,Female,Vijayawada,Mobile,Instagram,New Customer,Books,16.3,1,0,0,0,24.52,Not Applicable
CUST0299,10-06-2026,29,Other,Karimnagar,Desktop,Facebook,New Customer,Fashion,4.2,0,0,0,0,75.54,Not Applicable
CUST0409,10-06-2026,21,Female,Hyderabad,Mobile,Direct,New Customer,Grocery,6.1,1,1,1,1499,0,Cash on Delivery
CUST0363,11-06-2026,34,Other,Vijayawada,Mobile,Instagram,Diwali Sale,Books,14.7,1,1,1,2249,44.46,Wallet
CUST0357,12-06-2026,38,Male,Visakhapatnam,Desktop,Direct,Diwali Sale,Grocery,17.1,1,0,0,0,0,Not Applicable
CUST0279,12-06-2026,55,Other,Nizamabad,Mobile,YouTube,Diwali Sale,Home & Kitchen,18.7,1,0,0,0,79.26,Not Applicable
CUST0325,13-06-2026,32,Female,Visakhapatnam,Mobile,WhatsApp,Weekend Offer,Books,7.6,0,0,0,0,6.55,Not Applicable
CUST0347,13-06-2026,41,Male,Delhi,Mobile,Google,Summer Sale,Grocery,19.3,1,1,3,5697,99.84,Credit Card
CUST0112,14-06-2026,33,Male,Visakhapatnam,Desktop,Instagram,Flash Sale,Fashion,4.3,1,0,0,0,50.72,Not Applicable
CUST0139,14-06-2026,31,Other,Nizamabad,Mobile,Direct,Summer Sale,Home & Kitchen,10.5,1,1,3,23697,0,Debit Card
CUST0034,14-06-2026,52,Male,Mumbai,Mobile,Google,Diwali Sale,Beauty,16.1,1,0,0,0,128.93,Not Applicable
CUST0398,15-06-2026,18,Other,Hyderabad,Mobile,Email,Flash Sale,Books,4.3,1,0,0,0,12.73,Not Applicable
CUST0376,15-06-2026,26,Male,Karimnagar,Mobile,Instagram,Weekend Offer,Grocery,3.1,1,0,0,0,27.59,Not Applicable
CUST0308,15-06-2026,33,Female,Hyderabad,Mobile,Instagram,Festive Sale,Grocery,6.5,1,1,3,5997,34.75,Debit Card
CUST0240,15-06-2026,18,Female,Hyderabad,Desktop,Instagram,Weekend Offer,Fashion,2.7,0,0,0,0,55.86,Not Applicable
CUST0265,16-06-2026,31,Male,Nizamabad,Mobile,Email,New Customer,Electronics,10.4,1,1,1,4949,39.47,Credit Card
CUST0267,16-06-2026,35,Other,Visakhapatnam,Desktop,YouTube,Weekend Offer,Sports,8,0,0,0,0,103.6,Not Applicable
CUST0071,16-06-2026,48,Female,Chennai,Mobile,WhatsApp,Diwali Sale,Electronics,8.9,0,0,0,0,34.54,Not Applicable
CUST0470,17-06-2026,35,Other,Karimnagar,Desktop,Google,Diwali Sale,Electronics,4.7,1,1,2,3948,71.58,Cash on Delivery
CUST0449,17-06-2026,41,Other,Bengaluru,Desktop,WhatsApp,Flash Sale,Electronics,11.8,1,1,1,1199,30.37,Credit Card
CUST0290,18-06-2026,22,Male,Delhi,Mobile,Instagram,New Customer,Beauty,6.7,1,1,3,1947,84.22,Debit Card
CUST0287,19-06-2026,31,Male,Warangal,Desktop,Google,Summer Sale,Electronics,17.7,0,0,0,0,132.28,Not Applicable
CUST0289,19-06-2026,22,Other,Warangal,Mobile,Email,Flash Sale,Sports,10.5,0,0,0,0,17.56,Not Applicable
CUST0500,19-06-2026,34,Other,Delhi,Tablet,Google,Weekend Offer,Home & Kitchen,4.5,1,1,3,8947,75.37,UPI
CUST0344,19-06-2026,29,Female,Hyderabad,Mobile,Direct,Diwali Sale,Home & Kitchen,4.5,1,1,3,7247,0,Debit Card
CUST0064,21-06-2026,29,Female,Delhi,Mobile,Facebook,Diwali Sale,Home & Kitchen,4,0,0,0,0,55.64,Not Applicable
CUST0312,21-06-2026,55,Other,Bengaluru,Mobile,Google,New Customer,Fashion,4.7,0,0,0,0,53.73,Not Applicable
CUST0079,21-06-2026,35,Female,Visakhapatnam,Desktop,Instagram,Festive Sale,Beauty,16.8,1,1,2,2448,58.3,Credit Card
CUST0093,24-06-2026,22,Male,Bengaluru,Mobile,Instagram,Diwali Sale,Electronics,11.9,1,1,1,2699,94.51,Wallet
CUST0025,25-06-2026,24,Other,Delhi,Mobile,Google,No Campaign,Electronics,16.7,0,0,0,0,137.53,Not Applicable
CUST0049,25-06-2026,27,Female,Visakhapatnam,Mobile,YouTube,Summer Sale,Books,16.9,1,1,1,4899,131.86,Debit Card
CUST0204,26-06-2026,18,Other,Bengaluru,Desktop,Facebook,Festive Sale,Books,6.4,1,0,0,0,49.18,Not Applicable
CUST0182,26-06-2026,47,Other,Delhi,Mobile,Direct,Flash Sale,Sports,4.5,1,1,2,3898,0,Cash on Delivery
CUST0257,28-06-2026,30,Male,Nizamabad,Mobile,Facebook,New Customer,Books,8.7,1,0,0,0,95.01,Not Applicable
CUST0151,28-06-2026,32,Other,Chennai,Mobile,Facebook,Diwali Sale,Beauty,9.3,0,0,0,0,58.05,Not Applicable
CUST0309,28-06-2026,24,Female,Visakhapatnam,Mobile,Instagram,No Campaign,Grocery,18.1,0,0,0,0,51.63,Not Applicable
CUST0247,29-06-2026,46,Other,Hyderabad,Mobile,YouTube,No Campaign,Grocery,7.6,1,0,0,0,54.92,Not Applicable
CUST0076,30-06-2026,53,Female,Visakhapatnam,Desktop,Facebook,Summer Sale,Electronics,11.5,0,0,0,0,20.15,Not Applicable
CUST0381,01-07-2026,48,Male,Nizamabad,Desktop,Google,No Campaign,Sports,16.5,1,0,0,0,80.99,Not Applicable
CUST0190,01-07-2026,24,Male,Warangal,Mobile,Google,Festive Sale,Grocery,17.2,1,0,0,0,63.65,Not Applicable
CUST0125,02-07-2026,54,Male,Delhi,Mobile,Facebook,Diwali Sale,Fashion,2.6,1,0,0,0,25.64,Not Applicable
CUST0252,02-07-2026,45,Other,Bengaluru,Mobile,WhatsApp,Summer Sale,Electronics,8.8,0,0,0,0,7.43,Not Applicable
CUST0121,02-07-2026,51,Female,Karimnagar,Mobile,Direct,Flash Sale,Sports,12.2,1,0,0,0,0,Not Applicable
CUST0374,03-07-2026,42,Other,Warangal,Mobile,Facebook,No Campaign,Home & Kitchen,16.9,0,0,0,0,59.09,Not Applicable
CUST0261,03-07-2026,32,Male,Visakhapatnam,Mobile,WhatsApp,Summer Sale,Books,5.8,1,0,0,0,7.1,Not Applicable
CUST0386,03-07-2026,51,Female,Vijayawada,Mobile,Instagram,Diwali Sale,Grocery,1.1,1,1,3,1997,38.58,Credit Card
CUST0110,04-07-2026,25,Male,Visakhapatnam,Desktop,Facebook,Festive Sale,Books,9.5,1,0,0,0,54.49,Not Applicable
CUST0264,05-07-2026,29,Female,Delhi,Mobile,Email,New Customer,Fashion,5.9,0,0,0,0,15.22,Not Applicable
CUST0329,06-07-2026,23,Male,Delhi,Mobile,Google,Flash Sale,Sports,10.7,1,1,3,1497,101.93,Wallet
CUST0033,07-07-2026,27,Male,Delhi,Mobile,Instagram,Festive Sale,Grocery,19.8,1,1,3,2797,25.46,Credit Card
CUST0131,08-07-2026,29,Male,Warangal,Mobile,YouTube,Flash Sale,Sports,19.4,1,1,2,498,132.19,Wallet
CUST0452,08-07-2026,19,Female,Warangal,Mobile,YouTube,Festive Sale,Fashion,6.3,1,0,0,0,56.37,Not Applicable
CUST0258,08-07-2026,28,Other,Karimnagar,Desktop,Facebook,Summer Sale,Beauty,4.3,0,0,0,0,70.64,Not Applicable
CUST0448,08-07-2026,19,Male,Chennai,Mobile,Direct,No Campaign,Grocery,7.4,0,0,0,0,0,Not Applicable
CUST0432,08-07-2026,29,Male,Vijayawada,Mobile,Direct,Weekend Offer,Electronics,2.6,1,1,1,4799,0,Net Banking
CUST0065,09-07-2026,31,Female,Karimnagar,Desktop,YouTube,Festive Sale,Electronics,8.5,0,0,0,0,58.54,Not Applicable
CUST0404,09-07-2026,53,Female,Delhi,Mobile,WhatsApp,Festive Sale,Fashion,11.3,0,0,0,0,12.9,Not Applicable
CUST0091,09-07-2026,46,Other,Chennai,Mobile,Google,Weekend Offer,Beauty,17.9,1,0,0,0,116.8,Not Applicable
CUST0129,09-07-2026,39,Other,Chennai,Desktop,Direct,Diwali Sale,Electronics,10,1,0,0,0,0,Not Applicable
CUST0298,09-07-2026,24,Other,Nizamabad,Mobile,Email,Diwali Sale,Home & Kitchen,4.9,0,0,0,0,35.44,Not Applicable
CUST0282,10-07-2026,53,Male,Delhi,Mobile,Google,Festive Sale,Beauty,11.7,1,1,2,1948,32.96,Debit Card
CUST0014,10-07-2026,28,Female,Visakhapatnam,Mobile,WhatsApp,Summer Sale,Books,11.6,0,0,0,0,31.77,Not Applicable
CUST0274,11-07-2026,46,Female,Mumbai,Mobile,Facebook,Summer Sale,Beauty,5.3,0,0,0,0,41.32,Not Applicable
CUST0223,11-07-2026,38,Male,Vijayawada,Mobile,Email,Weekend Offer,Beauty,9.5,0,0,0,0,21.72,Not Applicable
CUST0176,11-07-2026,42,Female,Vijayawada,Desktop,Google,Festive Sale,Books,15.3,1,0,0,0,91.25,Not Applicable
CUST0078,12-07-2026,31,Male,Visakhapatnam,Desktop,Google,Flash Sale,Sports,11.7,0,0,0,0,61.84,Not Applicable
CUST0403,12-07-2026,46,Female,Vijayawada,Mobile,WhatsApp,No Campaign,Sports,16.3,1,0,0,0,20.72,Not Applicable
CUST0218,12-07-2026,19,Other,Vijayawada,Desktop,WhatsApp,Flash Sale,Grocery,12.6,1,1,1,899,17.21,UPI
CUST0195,13-07-2026,33,Female,Mumbai,Desktop,Instagram,New Customer,Fashion,18.5,1,1,2,1698,32.42,Cash on Delivery
CUST0427,13-07-2026,45,Female,Bengaluru,Tablet,Facebook,No Campaign,Electronics,7.1,1,0,0,0,48,Not Applicable
CUST0103,13-07-2026,43,Female,Bengaluru,Mobile,Instagram,Flash Sale,Books,4.3,0,0,0,0,98.42,Not Applicable
CUST0141,14-07-2026,28,Female,Hyderabad,Desktop,WhatsApp,New Customer,Home & Kitchen,5.5,1,1,2,2798,10.61,Cash on Delivery
CUST0160,15-07-2026,23,Male,Vijayawada,Tablet,WhatsApp,Flash Sale,Sports,18.6,1,0,0,0,21.59,Not Applicable
CUST0442,16-07-2026,25,Male,Mumbai,Desktop,Facebook,Festive Sale,Books,3.8,1,0,0,0,33.85,Not Applicable
CUST0159,16-07-2026,36,Other,Bengaluru,Mobile,Google,Flash Sale,Fashion,2,1,0,0,0,26.03,Not Applicable
CUST0161,16-07-2026,47,Female,Chennai,Mobile,Google,Festive Sale,Fashion,12.3,1,1,1,749,96.33,Net Banking
CUST0244,16-07-2026,46,Other,Bengaluru,Mobile,Direct,Summer Sale,Fashion,17.8,0,0,0,0,0,Not Applicable
CUST0221,16-07-2026,30,Other,Delhi,Mobile,Facebook,Festive Sale,Beauty,14.8,1,1,3,1397,45.31,Wallet
CUST0361,16-07-2026,26,Female,Visakhapatnam,Mobile,Direct,Diwali Sale,Fashion,5.2,1,0,0,0,0,Not Applicable
